"session","created","modified","ended","expired","psid","respondentID","maxSalestax","doePath","doe","salesTaxpath","n1_1type","n1_1amount","n1_2type","n1_2amount","n1_2timing","n1_2timing2","n1_3type","n1_3amount","n1_4type","n1_4amount","n1_4timing","n1_4from","n2_1type","n2_1amount","n2_2type","n2_2amount","n2_2timing","n2_2timing2","n2_3type","n2_3amount","n2_4type","n2_4amount","n2_4timing","n2_4from","n3_1type","n3_1amount","n3_2type","n3_2amount","n3_2timing","n3_2timing2","n3_3type","n3_3amount","n3_4type","n3_4amount","n3_4timing","n3_4from","n4_1type","n4_1amount","n4_2type","n4_2amount","n4_2timing","n4_2timing2","n4_3type","n4_3amount","n4_4type","n4_4amount","n4_4timing","n4_4from","n5_1type","n5_1amount","n5_2type","n5_2amount","n5_2timing","n5_2timing2","n5_3type","n5_3amount","n5_4type","n5_4amount","n5_4timing","n5_4from","n6_1type","n6_1amount","n6_2type","n6_2amount","n6_2timing","n6_2timing2","n6_3type","n6_3amount","n6_4type","n6_4amount","n6_4timing","n6_4from","n7_1type","n7_1amount","n7_2type","n7_2amount","n7_2timing","n7_2timing2","n7_3type","n7_3amount","n7_4type","n7_4amount","n7_4timing","n7_4from","n8_1type","n8_1amount","n8_2type","n8_2amount","n8_2timing","n8_2timing2","n8_3type","n8_3amount","n8_4type","n8_4amount","n8_4timing","n8_4from","n9_1type","n9_1amount","n9_2type","n9_2amount","n9_2timing","n9_2timing2","n9_3type","n9_3amount","n9_4type","n9_4amount","n9_4timing","n9_4from","n10_1type","n10_1amount","n10_2type","n10_2amount","n10_2timing","n10_2timing2","n10_3type","n10_3amount","n10_4type","n10_4amount","n10_4timing","n10_4from","n1_1amount_label","n2_1amount_label","n3_1amount_label","n4_1amount_label","n5_1amount_label","n6_1amount_label","n7_1amount_label","n8_1amount_label","n9_1amount_label","n10_1amount_label","systime_cbc1_start","cbc1","systime_cbc1_end","cbc2","systime_cbc2_end","cbc3","systime_cbc3_end","cbc4","systime_cbc4_end","cbc5","systime_cbc5_end","cbc6","systime_cbc6_end","cbc7","systime_cbc7_end","cbc8","systime_cbc8_end","cbc9","systime_cbc9_end","cbc10","systime_cbc10_end","cbcSummary","cbcAllSame"
"PBhjWRO9VNe95PyLkTSGej3bHgLty9p_hGVDg_N84BlSrxkL-_ENpCjw7nKc8xol","2021-08-24 00:05:16","2021-08-24 00:07:08","2021-08-24 00:07:09","","FQZxCw4glWymViPNF3UOZQ**","7579","3750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$8,000","Rebate","$5,500","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,500","2 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$7,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$2,000","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$7,000","Rebate","$4,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,000","Rebate","$7,500","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$8,000","2 weeks after purchase","Government","3,800","3,800","2,800","3,800","3,800","3,800","2,800","3,800","1,900","1,900","2021-08-24 00:05:21","3","2021-08-24 00:05:31","4","2021-08-24 00:05:39","4","2021-08-24 00:05:47","2","2021-08-24 00:05:55","4","2021-08-24 00:06:04","1","2021-08-24 00:06:17","3","2021-08-24 00:06:24","4","2021-08-24 00:06:45","2","2021-08-24 00:07:01","2","2021-08-24 00:07:08","Array","0"
"EE2kMSSwMXLeluLokC8jJk29-uEr3OjKB13hbT2A5JzRZfYe-mwT0Cys_cld0zxO","2021-08-24 00:06:28","2021-08-24 00:10:33","2021-08-24 00:10:33","","FQZxCw4glWzhiNbrs__I3g**","3508","11250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$6,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$4,500","2 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$6,000","Rebate","$4,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$6,500","6 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$2,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,000","Rebate","$3,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$5,000","Rebate","$5,000","6 weeks after purchase","Auto Manufacturer","5,600","11,200","5,600","8,400","11,200","11,200","8,400","11,200","11,200","5,600","2021-08-24 00:06:38","4","2021-08-24 00:07:00","1","2021-08-24 00:07:21","2","2021-08-24 00:07:40","1","2021-08-24 00:07:53","1","2021-08-24 00:08:01","1","2021-08-24 00:08:13","1","2021-08-24 00:08:42","1","2021-08-24 00:08:49","1","2021-08-24 00:10:22","1","2021-08-24 00:10:33","Array","0"
"iYt9gvAPglgFShhBJ9M1RJEFKgHzQ-h4aw1m0h3ox6HdRdMdDGJL5Nf_X6FcdRMo","2021-08-24 00:06:44","2021-08-24 00:07:26","2021-08-24 00:07:26","","FQZxCw4glWwpIo9bxsfIqw**","2532","3750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$5,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$6,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$1,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$3,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$2,000","2 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$6,000","Time of Sale","","Tax Deduction","$4,500","Rebate","$5,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$2,500","Rebate","$7,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$2,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$5,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$3,000","Time of Sale","","Tax Deduction","$4,500","Rebate","$7,000","2 weeks after purchase","Auto Manufacturer","2,800","3,800","2,800","3,800","3,800","2,800","1,900","3,800","3,800","3,800","2021-08-24 00:06:48","3","2021-08-24 00:06:52","2","2021-08-24 00:06:55","3","2021-08-24 00:06:59","1","2021-08-24 00:07:03","4","2021-08-24 00:07:07","2","2021-08-24 00:07:11","3","2021-08-24 00:07:15","1","2021-08-24 00:07:19","3","2021-08-24 00:07:23","4","2021-08-24 00:07:26","Array","0"
"Xv3yWT0UsfUWEeCSXtQCq6Xe9vNBlq8eoK2p8MNqOXEB-Zaw4OCg-7fKe9RehXvf","2021-08-24 00:07:01","2021-08-24 00:09:03","2021-08-24 00:09:04","","FQZxCw4glWzF5NDtzRHGuA**","2663","2250","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.5","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$4,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$2,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$8,000","Rebate","$3,500","6 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$6,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$8,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,500","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$3,000","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$6,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$5,500","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$6,000","Rebate","$2,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$4,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$7,000","6 weeks after purchase","Auto Manufacturer","1,100","2,200","2,200","1,700","2,200","1,700","1,100","2,200","2,200","2,200","2021-08-24 00:07:07","4","2021-08-24 00:07:20","4","2021-08-24 00:07:30","2","2021-08-24 00:07:51","4","2021-08-24 00:08:02","4","2021-08-24 00:08:14","2","2021-08-24 00:08:24","4","2021-08-24 00:08:32","4","2021-08-24 00:08:46","2","2021-08-24 00:08:55","4","2021-08-24 00:09:03","Array","0"
"GOluWM7vGHJETjLV993Q7ZWMVANk7WLtTq29De62ouaMbe8FQdZz8KSPTNzOVFkV","2021-08-24 00:09:15","2021-08-24 00:10:23","2021-08-24 00:10:23","","FQZxCw4glWxVrDlDuu9cPQ**","5924","3000","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$7,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$5,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$1,500","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,500","Rebate","$8,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$6,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$4,500","Rebate","$3,500","Time of Sale","Government","Sales Tax Exemption","0.75","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$4,500","Rebate","$1,500","6 weeks after purchase","Dealer","2,200","3,000","3,000","3,000","3,000","2,200","3,000","3,000","1,500","2,200","2021-08-24 00:09:21","2","2021-08-24 00:09:25","4","2021-08-24 00:09:30","2","2021-08-24 00:09:35","4","2021-08-24 00:09:39","1","2021-08-24 00:09:47","2","2021-08-24 00:09:52","4","2021-08-24 00:09:57","1","2021-08-24 00:10:04","1","2021-08-24 00:10:19","2","2021-08-24 00:10:23","Array","0"
"uiWZS9YU1jPn52su8LZqjgZsRbybqiJovdeByEBVij6NIAmU1pb6obFNvvM3oA5O","2021-08-24 00:12:57","2021-08-24 00:15:26","2021-08-24 00:15:26","","FQZxCw4glWzfAXTNANZYpg**","5377","3000","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$5,500","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$1,500","Rebate","$7,000","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,500","Rebate","$2,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$6,000","Rebate","$4,500","Time of Sale","Dealer","Sales Tax Exemption","0.5","Tax Credit","$2,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$5,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$6,500","Rebate","$1,000","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$8,000","Time of Sale","","Tax Deduction","$6,000","Rebate","$5,000","2 weeks after purchase","Auto Manufacturer","2,200","3,000","3,000","3,000","3,000","3,000","1,500","3,000","2,200","2,200","2021-08-24 00:13:02","3","2021-08-24 00:13:27","1","2021-08-24 00:13:46","4","2021-08-24 00:13:58","1","2021-08-24 00:14:16","1","2021-08-24 00:14:29","4","2021-08-24 00:14:41","4","2021-08-24 00:14:55","1","2021-08-24 00:15:06","1","2021-08-24 00:15:17","4","2021-08-24 00:15:26","Array","0"
"cfBoLtKeX5qT_eDtd6VMg380Ntg0scKRGR3eS9KnRtYC4KEQ7J3Cz6MSh0fi-Bj_","2021-08-24 00:14:52","2021-08-24 00:31:50","2021-08-24 00:31:52","","FQZxCw4glWxtwYjr6hDpYg**","6275","3000","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$4,000","Time of Sale","","Tax Deduction","$3,500","Rebate","$5,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","Time of Sale","Dealer","Sales Tax Exemption","1","Tax Credit","$3,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,500","Rebate","$6,000","2 weeks after purchase","Dealer","Sales Tax Exemption","0.75","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,500","Rebate","$5,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$2,000","Rebate","$2,000","6 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$7,000","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$8,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","6 weeks after purchase","Government","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.5","Tax Credit","$8,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$3,500","Rebate","$3,000","Time of Sale","Dealer","2,200","3,000","3,000","2,200","3,000","1,500","1,500","3,000","2,200","1,500","2021-08-24 00:15:01","4","2021-08-24 00:28:31","1","2021-08-24 00:29:22","4","2021-08-24 00:29:36","4","2021-08-24 00:29:53","1","2021-08-24 00:30:18","2","2021-08-24 00:30:44","4","2021-08-24 00:30:56","1","2021-08-24 00:31:13","2","2021-08-24 00:31:40","2","2021-08-24 00:31:52","Array","0"
"4hBRrdiHVSvwkQmYIcytGHUO76hudTRu1xKs0FAeVuyvZWpfPkqTXtOWIQcWfUeO","2021-08-24 00:18:29","2021-08-24 00:20:31","2021-08-24 00:20:32","","FQZxCw4glWxlIuYQDKF04g**","5958","3750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$6,000","6 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,500","Rebate","$1,500","Time of Sale","Dealer","Sales Tax Exemption","0.75","Tax Credit","$7,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$5,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$5,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$3,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$1,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$5,000","Time of Sale","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,500","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$1,000","Rebate","$2,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$7,500","Rebate","$3,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$7,500","Time of Sale","","Tax Deduction","$5,500","Rebate","$2,000","Time of Sale","Dealer","2,800","3,800","2,800","2,800","3,800","3,800","2,800","3,800","2,800","3,800","2021-08-24 00:18:37","2","2021-08-24 00:18:56","4","2021-08-24 00:19:09","2","2021-08-24 00:19:20","2","2021-08-24 00:19:27","2","2021-08-24 00:19:35","4","2021-08-24 00:19:48","4","2021-08-24 00:19:56","2","2021-08-24 00:20:07","4","2021-08-24 00:20:20","2","2021-08-24 00:20:32","Array","0"
"yiA77t8sgLveOviZF7zFk7ZnC-UME5c1NQyjCL4Jdvg5MWesH5CM88I-SxjSW41O","2021-08-24 00:18:49","2021-08-24 00:23:22","2021-08-24 00:23:23","","FQZxCw4glWyh34xDy-lBaA**","9625","3750","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,500","Rebate","$6,000","6 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$2,000","Time of Sale","","Tax Deduction","$2,000","Rebate","$1,000","Time of Sale","Government","Sales Tax Exemption","0.75","Tax Credit","$7,000","Time of Sale","","Tax Deduction","$3,000","Rebate","$5,000","2 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$6,000","Rebate","$6,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$2,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Dealer","Sales Tax Exemption","1","Tax Credit","$4,500","Time of Sale","","Tax Deduction","$5,000","Rebate","$6,500","Time of Sale","Government","Sales Tax Exemption","0.5","Tax Credit","$5,500","Time of Sale","","Tax Deduction","$7,500","Rebate","$5,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,500","6 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$5,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$8,000","Rebate","$3,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$6,500","Rebate","$6,500","Time of Sale","Auto Manufacturer","2,800","3,800","2,800","3,800","3,800","3,800","1,900","3,800","1,900","2,800","2021-08-24 00:18:58","4","2021-08-24 00:19:18","3","2021-08-24 00:19:32","4","2021-08-24 00:19:43","4","2021-08-24 00:20:50","2","2021-08-24 00:21:06","4","2021-08-24 00:21:15","4","2021-08-24 00:21:34","1","2021-08-24 00:21:58","4","2021-08-24 00:23:12","4","2021-08-24 00:23:23","Array","0"
"CFGLkrWRkqy9hc1OXCdJzmBblSOHeU8yv-rt0qBrw3BvEUDhZ5k-X5q-sxSe1Mr4","2021-08-24 00:18:53","2021-08-24 00:21:07","2021-08-24 00:21:08","","FQZxCw4glWz45_m7TYeFLg**","8612","2625","https://raw.githubusercontent.com/lar1223/Vehicle_Incentive_Survey/main/survey.csv","Array","https://lar1223.github.io/Vehicle_Incentive_Survey/tabs/SalesTax","Sales Tax Exemption","0.75","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$4,000","Rebate","$2,500","2 weeks after purchase","Government","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$1,000","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$2,500","Time of Sale","","Tax Deduction","$5,500","Rebate","$8,000","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$1,000","Time of Sale","","Tax Deduction","$1,500","Rebate","$1,500","2 weeks after purchase","Dealer","Sales Tax Exemption","0.5","Tax Credit","$1,500","Time of Sale","","Tax Deduction","$8,000","Rebate","$1,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","0.75","Tax Credit","$1,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$4,500","2 weeks after purchase","Auto Manufacturer","Sales Tax Exemption","1","Tax Credit","$1,500","At Tax Filing","(approx. April 2022)","Tax Deduction","$1,000","Rebate","$2,000","2 weeks after purchase","Government","Sales Tax Exemption","0.5","Tax Credit","$6,500","Time of Sale","","Tax Deduction","$2,500","Rebate","$3,500","Time of Sale","Government","Sales Tax Exemption","1","Tax Credit","$3,000","At Tax Filing","(approx. April 2022)","Tax Deduction","$6,000","Rebate","$4,500","2 weeks after purchase","Government","2,000","2,600","2,600","2,000","2,600","1,300","2,000","2,600","1,300","2,600","2021-08-24 00:19:00","3","2021-08-24 00:19:27","1","2021-08-24 00:19:41","3","2021-08-24 00:19:49","4","2021-08-24 00:20:03","3","2021-08-24 00:20:17","3","2021-08-24 00:20:25","4","2021-08-24 00:20:38","1","2021-08-24 00:20:52","2","2021-08-24 00:21:01","3","2021-08-24 00:21:08","Array","0"
